Wall time,Step,Value
1634501873.283333,0,0.9687541723251343
1634501948.3300877,1,0.36280497908592224
1634502024.6907997,2,0.23010142147541046
1634502102.7374701,3,0.19971448183059692
1634502178.7114067,4,0.1713210791349411
1634502254.370664,5,0.15166810154914856
1634502330.9392335,6,0.13269402086734772
1634502410.6336114,7,0.08548510819673538
1634502488.1816401,8,0.0775994285941124
1634502565.248995,9,0.08341194689273834
1634502642.2027218,10,0.07209460437297821
1634502719.8513722,11,0.060449399054050446
1634502797.4753308,12,0.0644133985042572
1634502873.2183366,13,0.07201817631721497
1634502949.667361,14,0.06639954447746277
1634503026.2836795,15,0.06923254579305649
1634503102.2475858,16,0.06596048176288605
1634503179.4415994,17,0.05251690000295639
1634503257.7408714,18,0.05531902611255646
1634503336.5509317,19,0.0686187818646431
1634503413.5664089,20,0.056704893708229065
1634503490.849779,21,0.06377426534891129
1634503568.3639715,22,0.06463556736707687
1634503647.6145296,23,0.06105273962020874
1634503725.7460022,24,0.059457313269376755
1634503803.504645,25,0.06241516396403313
1634503880.662264,26,0.04943646863102913
1634503960.6473079,27,0.06063777208328247
1634504038.054836,28,0.0591466911137104
1634504115.9211283,29,0.0573299378156662
1634504192.162354,30,0.06261919438838959
1634504273.736638,31,0.051608841866254807
1634504351.7746577,32,0.05358940362930298
1634504428.514267,33,0.04739954695105553
1634504503.847328,34,0.057152941823005676
1634504580.3954523,35,0.053680457174777985
1634504658.4673007,36,0.05808691307902336
1634504734.8285158,37,0.06921587884426117
1634504811.150051,38,0.05369449406862259
1634504888.296179,39,0.0582539364695549
1634504967.4700947,40,0.05853978544473648
1634505044.662487,41,0.05199921876192093
1634505121.3534734,42,0.06326239556074142
1634505199.006167,43,0.06340818852186203
1634505275.216116,44,0.059902437031269073
1634505350.8107839,45,0.05347130447626114
1634505427.2627993,46,0.05817153677344322
1634505504.7237773,47,0.05161615461111069
1634505585.329018,48,0.05777907371520996
1634505662.8666697,49,0.07006487250328064
